"Assigned_Breach_Number",Date_Reported_To_OCA,Organization_Name,"Breach_Type_Description","Breach_Occur_at_the_Reporting_Entity?","MA_Residents_Affected",SSN_Breached,"Account_Number_Breached","Drivers_Licenses_Breached","Credit_Debit_Numbers_Breached","Provided_Credit_Monitoring","Data_Encrypted","Mobile_Device_Lost_Stolen"
11715,8/8/2017,"Charles Schwab & Co., Inc.",Paper,Yes,1,Yes,Yes,,,Yes,,
11716,8/8/2017,Delaware North Companies,Electronic,,319,,,,Yes,,,
11717,8/8/2017,"WF Asia Offshore Fund Limited/WF Asia US Fund Limited",Electronic,Yes,3,Yes,,,,,,
11704,8/8/2017,Salem Five,Electronic,,1,,,,Yes,,,
11705,8/8/2017,KBE Building Corporation,Electronic,Yes,4,Yes,,,,Yes,,
11701,8/8/2017,"Charles Schwab & Co., Inc.",Paper,,1,Yes,,,,Yes,,
11708,8/8/2017,Capital One,Electronic,Yes,89,Yes,Yes,,,Yes,,
11729,8/8/2017,"American Financial NetworkAdvisory Services, LLC",Electronic,Yes,6,Yes,Yes,,,Yes,,
11730,8/8/2017,"Intervarsity ChristianFellowship/USA",Electronic,Yes,2,,Yes,,Yes,Yes,,
11731,8/8/2017,The Village Bank,Electronic,,18,,,,Yes,,,
11721,8/8/2017,"Shoe Station, Inc.",Electronic,Yes,43,,,,Yes,,,
11722,8/9/2017,"National DCP, LLC",Electronic,Yes,33,Yes,Yes,,,Yes,,
11723,8/9/2017,"The Bishop Company, LLC",Electronic,Yes,26,Yes,Yes,Yes,,Yes,,
11724,8/9/2017,Lincoln Financial Group,Electronic,,9,,,,Yes,,,
11702,8/9/2017,Savers Bank,Electronic,,2,,,,Yes,,,
11703,8/9/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11706,8/9/2017,Savers Bank,Electronic,,9,,,,Yes,,,
11707,8/9/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11700,8/9/2017,Santander,Paper,Yes,1,,,,Yes,Yes,,
11725,8/10/2017,The Village Bank,Electronic,,4,,,,Yes,,,
11726,8/10/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11727,8/10/2017,St.  Mary's Credit Union,Electronic,,1,,Yes,,,,,
11728,8/10/2017,The Village Bank,Electronic,,4,,,,Yes,,,
11732,8/10/2017,"American Express Travel RelatedServices, Inc.",Electronic,,614,,,,Yes,,,
11733,8/10/2017,Numeric Investors LLC,Electronic,Yes,11,Yes,,,,Yes,,
11734,8/10/2017,"Farmington Valley OrthopedicAssociates, P.C.",Paper,Yes,2,Yes,,Yes,,Yes,,
11735,8/10/2017,"St. Mark's Surgical Center, LLC",Electronic,Yes,45,Yes,,,,,,
11736,8/11/2017,"Commonwealth OfMassachusetts - Executive Officeof Health and Human Services,Office of Medicaid",Paper,,2,Yes,,,,,,
11737,8/11/2017,Eastern Bank,Electronic,,2743,,,,Yes,,,
11738,8/11/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11739,8/11/2017,The Village Bank,Electronic,,1,,Yes,,,,,
11740,8/11/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11741,8/11/2017,The Village Bank,Electronic,,1,,Yes,,,,,
11742,8/11/2017,The Village Bank,Paper,,2,,,,Yes,,,
11743,8/11/2017,The Village Bank,Electronic,,2,,Yes,,Yes,,,
11744,8/11/2017,"The Vanguard Group, Inc.",Electronic,Yes,1,,Yes,,,Yes,,
11745,8/11/2017,"American Express Travel RelatedServices, Inc.",Electronic,,1450,,,,Yes,,,
11747,8/11/2017,McKinsey & Company,Electronic,,46,,,,Yes,,,
11699,8/11/2017,Santander,Electronic,Yes,1,,Yes,,,Yes,,
11720,8/14/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
11751,8/14/2017,American Express,Electronic,,304,,,,Yes,,,
11752,8/14/2017,"Wooster-Ashland RegionalCouncil of Governments",Electronic,Yes,109,Yes,,Yes,,Yes,,
11754,8/14/2017,TRUEbenefits LLC,Electronic,Yes,50,Yes,,,,Yes,,
11755,8/15/2017,Partners Healthcare At Home,Electronic,Yes,2,,,,Yes,,,
11756,8/15/2017,Evers Robinson LTD,Electronic,,3,Yes,,,,Yes,,
11757,8/15/2017,"Vertex PharmateuticalsIncorporated",Electronic,,31,,,,Yes,,,
11753,8/15/2017,"Webster Five Cents SavingsBank",Electronic,,67,,,,Yes,,,
11718,8/15/2017,Salem Five,Electronic,,1,,,,Yes,,,
11719,8/15/2017,Savers Bank,Electronic,,2,,,,Yes,,,
11758,8/16/2017,Intuit Inc.,Electronic,Yes,294,Yes,Yes,Yes,,Yes,,
11759,8/16/2017,Pacifica Hotel Management LLC,Electronic,,119,,,,Yes,,,
11760,8/16/2017,American Express,Electronic,,47,,,,Yes,,,
11761,8/16/2017,Salina Family Healthcare Center,Electronic,Yes,8,Yes,,,,Yes,,
11762,8/16/2017,Native Canada Footwear Ltd.,Electronic,Yes,592,,,,Yes,Yes,,
11763,8/16/2017,Chizner & Company CPA's LLC,Electronic,Yes,5,Yes,Yes,,,Yes,,
11764,8/16/2017,"Activision Publishing, Inc.",Electronic,,1,,,,Yes,,,
11765,8/17/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11767,8/17/2017,"Private Advisors, LLC",Electronic,Yes,2,Yes,,,,Yes,,
11768,8/17/2017,Safe Rack LLC,Electronic,Yes,8,Yes,,,,Yes,,
11771,8/17/2017,Main Street Bank,Electronic,,7,,,,Yes,,,
11772,8/17/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11774,8/17/2017,Discover,Electronic,,72,,,,Yes,,,
11773,8/18/2017,American Express,Electronic,,2,,,,Yes,,,
11748,8/18/2017,Salem Five,Electronic,,2,,,,Yes,,,
11776,8/18/2017,Fora Financial LLC,Electronic,,1,Yes,,,,Yes,,
11777,8/18/2017,Dutch LLC,Electronic,Yes,321,,,,Yes,Yes,,
11769,8/18/2017,Winchester Savings Bank,Electronic,,33,Yes,Yes,,Yes,,,
11766,8/18/2017,"Tax-On-Time, LLC",Electronic,Yes,3,Yes,Yes,,,Yes,,
11746,8/18/2017,Salem Five,Electronic,,2,,,,Yes,,,
11778,8/21/2017,Evers Robinson Ltd,Electronic,Yes,1,Yes,,,,,,
11779,8/21/2017,"Community Health ConnectionsInc.",Electronic,Yes,3,Yes,,,,,,
11780,8/21/2017,SH Group Operations LLC,Electronic,,15,,,,Yes,,,
11781,8/21/2017,Adams Community Bank,Electronic,,2,,,,Yes,,,
11775,8/21/2017,"American Express Travel RelatedServices, Inc.",Electronic,,9744,,,,Yes,,,
11783,8/21/2017,Denihan Hospitality,Electronic,,1237,,,,Yes,,,
11785,8/22/2017,Evers Robinson Ltd.,Electronic,,3,,,,,Yes,,
11786,8/22/2017,"American Friends ServiceCommittee",Electronic,Yes,11,Yes,,,Yes,Yes,,
11616,8/22/2017,LPL Financial LLC,Electronic,Yes,1,Yes,Yes,,,Yes,,
11789,8/23/2017,Zymo Research Corporation,Electronic,Yes,768,,,,Yes,Yes,,
11790,8/23/2017,LPL Financial LLC,Electronic,Yes,1,Yes,Yes,,,Yes,,
11791,8/23/2017,"Rutherford, MacDonald & OlsonP.C.",Electronic,Yes,7,Yes,,,,Yes,,
11792,8/23/2017,Massachusetts General Hospital,Paper,Yes,1,,,,,,,
11794,8/23/2017,Taylor University,Electronic,,1,,,Yes,,Yes,,
11795,8/24/2017,"Mark F. Andrews, CPA LLC",Electronic,Yes,1260,Yes,,,,Yes,,
11796,8/24/2017,People's United Bank,Paper,Yes,2,,Yes,,,Yes,,
11797,8/24/2017,Umass Memorial Medical Center,Paper,Yes,1,Yes,,,,Yes,,
11793,8/24/2017,"American Express Travel RelatedServices Company",Electronic,,1,,,,Yes,,,
11787,8/24/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11788,8/24/2017,"Securities America, Inc.",Paper,Yes,1,,Yes,,,Yes,,
11801,8/24/2017,"American Express Travel RelatedServices Company, Inc.",Electronic,,2,,,,Yes,,,
11802,8/24/2017,"Aimbridge Hospitality Holdings,LLC",Electronic,,123,,,,Yes,,,
11803,8/24/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11804,8/25/2017,GT Distributors Inc,Electronic,Yes,2,,,,Yes,,,
11805,8/25/2017,LPL Financial LLC,Electronic,Yes,1,Yes,Yes,,,Yes,,
11806,8/25/2017,QBE North America,Electronic,Yes,2,Yes,,,,Yes,,
11798,8/25/2017,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
11799,8/25/2017,Crescent Mortgage Company,Electronic,Yes,29,Yes,Yes,,,Yes,,
11800,8/25/2017,Intuit Inc.,Electronic,,150,Yes,Yes,,,,,
11932,8/25/2017,WGBH Educational Foundation,Electronic,Yes,10,,Yes,,,Yes,,
11807,8/28/2017,"Pacific Alliance Medical CenterInc.",Electronic,Yes,21,Yes,,,,Yes,,
11808,8/28/2017,The Village Bank,Electronic,Yes,9,,,,Yes,,,
11810,8/28/2017,Massachusetts General Hospital,Both,Yes,1,,,,,,,
11811,8/28/2017,Salem Five,Electronic,,2,,,,Yes,,,
11812,8/28/2017,"Enterprise Rent-A-Car Companyof Boston LLC",Electronic,,1,,,,Yes,Yes,,
11813,8/28/2017,APPS Para Medical Services,Electronic,,1,Yes,,,,Yes,,
11814,8/28/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11815,8/28/2017,Main Street Bank,Electronic,,3,,,,Yes,,,
11816,8/28/2017,Fire Hose Games,Electronic,,6,Yes,,,,Yes,,
11817,8/28/2017,TALX Corporation,Electronic,Yes,30,Yes,,,,Yes,,
11818,8/28/2017,"American Express Travel RelatedServices",Electronic,,9,,,,Yes,,,
11819,8/29/2017,"Merrimack Valley Federal CreditUnion",Paper,Yes,31,,Yes,,,,,
11820,8/29/2017,Wells Fargo,Electronic,,301,Yes,Yes,,,Yes,,
11821,8/30/2017,Salem Five,Electronic,,1,,,,Yes,,,
11822,8/30/2017,"American Express Travel RelatedServices",Electronic,,396,,,,Yes,,,
11823,8/30/2017,Vanguard Marketing Corporation,Paper,Yes,1,Yes,Yes,,,Yes,,
11824,8/30/2017,St. Mary's Credit Union,Electronic,Yes,4,,Yes,,,,,
11825,8/30/2017,"American Express Travel RelatedServices Company Inc.",Electronic,,34,,,,Yes,,,
11826,8/30/2017,CoreLogic Credco,Electronic,Yes,32,Yes,Yes,,Yes,Yes,,
11827,8/30/2017,Hand & Upper Extremity Centers,Electronic,Yes,11,Yes,,,,Yes,,
11829,8/31/2017,Ameriprise Financial,Electronic,Yes,1,Yes,Yes,,,Yes,,
11831,8/31/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11832,8/31/2017,iHeart Media Inc,Electronic,Yes,2,Yes,Yes,,,,,
11833,8/31/2017,Timberland Bank,Paper,,3,,Yes,,,,,
11834,9/1/2017,Eastern Bank,Electronic,,6,,Yes,,,,,
11835,9/1/2017,State Street,Electronic,Yes,77,Yes,,,,Yes,,
11836,9/1/2017,Main Street Bank,Electronic,,8,,,,Yes,,,
11837,9/1/2017,Intuit Inc,Electronic,,58,Yes,,Yes,,Yes,,
11838,9/1/2017,Mutual One Bank,Electronic,,6,,,,Yes,,,
11839,9/1/2017,Massachusetts General Hospital,Both,Yes,1,,,,Yes,,,
11840,9/1/2017,WRJ Holdings LLC,Electronic,Yes,54,,,,Yes,Yes,,
11841,9/1/2017,MediaMath,Electronic,,14,,Yes,,Yes,Yes,,
11842,9/1/2017,Kroeschell Inc.,Electronic,Yes,3,Yes,Yes,,,Yes,,
11843,9/1/2017,Infinite Computer Solutions Inc.,Electronic,Yes,29,Yes,Yes,Yes,,Yes,,
11844,9/1/2017,Akira,Electronic,Yes,230,,,,Yes,,,
11845,9/1/2017,Grownmarks FS LLC,Electronic,,1,Yes,Yes,Yes,,Yes,,
11846,9/1/2017,The Neurology Foundation Inc,Both,Yes,1052,Yes,Yes,,Yes,Yes,,
11857,9/1/2017,Mrs. Prindables,Electronic,,18,,,,Yes,Yes,,
11847,9/5/2017,Charles Schwab,Electronic,Yes,2,Yes,,Yes,,Yes,,
11848,9/5/2017,The Vanguard Group Inc,Paper,Yes,1,,Yes,,,,,
11849,9/5/2017,Orchards Inn,Electronic,,22,,,,Yes,,,
11850,9/5/2017,Evans Hotels,Electronic,,70,,,,Yes,,,
11851,9/5/2017,Eagle Bank,Electronic,,1,,,,Yes,,,
11852,9/5/2017,MassMutual,Electronic,Yes,35,Yes,,,,,,
11853,9/5/2017,YMCA of Greater Boston,Electronic,Yes,240,Yes,Yes,Yes,Yes,Yes,,
11854,9/5/2017,Sixty Hotels,Electronic,,218,,,,Yes,,,
11855,9/6/2017,"Gregory F. Wilt, CPA MarioBottoni CPA, Advanced FinancialServices Inc.",Electronic,Yes,7,Yes,Yes,,,Yes,,
11856,9/6/2017,The rethink Group Inc.,Electronic,Yes,15,,,,Yes,Yes,,
11858,9/6/2017,Eagle Bank,Electronic,,3,,,,Yes,,,
11859,9/6/2017,Citizens Financial Group,Electronic,Yes,4,,,,Yes,,,
11860,9/6/2017,New York Life,Undefined,Yes,4,Yes,,,,Yes,,
11868,9/6/2017,Quest Diagnostics,Electronic,Yes,86,Yes,,,,Yes,,
11862,9/6/2017,"Fiduciary Management, Inc.",Electronic,Yes,119,Yes,Yes,,,Yes,,
11863,9/6/2017,Allergan Inc,Electronic,Yes,1,Yes,Yes,,,Yes,,
11864,9/6/2017,Pulte Mortgage LLC,Electronic,Yes,1,Yes,Yes,,,Yes,,
11749,9/6/2017,Major League Lacrosse,Electronic,Yes,202,Yes,,,,Yes,,
11770,9/6/2017,Watertown Savings Bank,Electronic,,8,,,,Yes,,,
11782,9/7/2017,"Equifax, Inc.",Electronic,Yes,2982421,Yes,,Yes,Yes,Yes,,
11869,9/7/2017,ICC Industries Inc.,Electronic,Yes,4,Yes,,,Yes,Yes,,
11870,9/7/2017,The McLean Hospital,Electronic,Yes,2,Yes,,,,,,
11871,9/7/2017,Savers Bank,Electronic,,3,,,,Yes,,,
11872,9/7/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11873,9/7/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11874,9/8/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11875,9/8/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11877,9/8/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
11878,9/8/2017,L'Auberge de Sedona,Electronic,,10,,,,,,,
11879,9/8/2017,American Express,Electronic,,1,,,,Yes,,,
11881,9/8/2017,Columbia University,Electronic,,4,Yes,,,,,,
11882,9/8/2017,American Express,Electronic,,3,,,,Yes,,,
11865,9/8/2017,St. Mary's Credit Union,Electronic,Yes,1,,Yes,,,,,
11866,9/8/2017,Hospital Housekeeping Systems,Electronic,Yes,3,Yes,,,,Yes,,
11867,9/8/2017,SRI International,Electronic,Yes,108,Yes,Yes,Yes,,Yes,,
11883,9/11/2017,"ABB , Inc.",Electronic,Yes,58,Yes,,,,Yes,,
11884,9/11/2017,Salem Five,Electronic,,1,,,,Yes,,,
11885,9/11/2017,Florence Bank,Paper,Yes,1,Yes,,,,,,
11886,9/11/2017,Eastern Bank,Electronic,,113,,,,Yes,,,
11887,9/11/2017,Citigroup,Electronic,Yes,1,,,,Yes,Yes,,
11888,9/11/2017,Unum Group,Paper,Yes,1,Yes,,,,Yes,,
11889,9/11/2017,"ThermoSpas Hot Tub ProductsInc.",Electronic,Yes,3,Yes,Yes,,,Yes,,
11890,9/12/2017,"Karp, Ackerman, Skabowski &Hogan CPAs PC",Electronic,Yes,115,Yes,,,,Yes,,
11880,9/12/2017,St. Mary's Credit Union,Electronic,,7,,,,Yes,,,
11892,9/12/2017,Chizner & Company CPA's LLC,Electronic,Yes,1,Yes,,,,Yes,,
11893,9/13/2017,Fidelity Investments,Electronic,Yes,1,,,,,Yes,,
11894,9/13/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
11895,9/13/2017,Citi Private Bank,Electronic,Yes,1,Yes,,,Yes,Yes,,
11897,9/14/2017,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
11898,9/14/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11899,9/14/2017,Salem Five,Electronic,,1,,,,Yes,,,
11900,9/15/2017,The Village Bank,Electronic,,5,,,,Yes,,,
11901,9/15/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11902,9/15/2017,The Village Bank,Electronic,,2,,,,Yes,,,
11903,9/15/2017,"The Vanguard Group, Inc.",Paper,Yes,1,,Yes,,,,,
11904,9/15/2017,"The International Council ofShopping Centers",Electronic,,366,,,,Yes,,,
11905,9/15/2017,"Bulletproof 360, Inc.",Electronic,,810,,,,Yes,,,
11906,9/15/2017,E.& J. Gallo Winery,Electronic,Yes,33,Yes,Yes,,,Yes,,
11907,9/15/2017,Discover,Electronic,,540,,,,Yes,,,
11908,9/15/2017,"Franklin American MortgageCompany",Paper,Yes,16,Yes,,,,Yes,,
11909,9/15/2017,Boeing Employees' Credit Union,Paper,Yes,1,Yes,,,,,,
11910,9/15/2017,Mutual One Bank,Electronic,,4,,,,Yes,,,
11916,9/15/2017,"Commonwealth of MADepartment of RevenueAdministrative Affairs Division",Paper,Yes,1,Yes,,,,,,
11917,9/18/2017,Salem Five,Electronic,,2,,,,Yes,,,
11918,9/18/2017,Avidia Bank,Paper,Yes,3,Yes,Yes,,,,,
11919,9/18/2017,Sirius XM Radio Inc.,Electronic,,1,,,,Yes,Yes,,
11920,9/18/2017,The Village Bank,Electronic,,11,,,,Yes,,,
11911,9/18/2017,Mutual One Bank,Electronic,,2,,,,Yes,,,
11912,9/18/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
11913,9/18/2017,Florence Bank,Paper,,1,Yes,,,,,,
11914,9/18/2017,Savers Bank,Electronic,,4,,,,Yes,,,
11915,9/18/2017,Savers Bank,Electronic,,4,,,,Yes,,,
11922,9/19/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11923,9/19/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11924,9/19/2017,Charleton Memorial Hospital,Electronic,Yes,1,Yes,,,,Yes,,
11925,9/19/2017,American Express,Electronic,,8,,,,Yes,,,
11926,9/19/2017,American Express,Electronic,,1,,,,Yes,,,
11927,9/19/2017,American Express,Electronic,,45,,,,Yes,,,
11928,9/19/2017,American Express,Electronic,,1,,,,Yes,,,
11929,9/19/2017,W.W. Grainger Inc.,Electronic,,401,Yes,,Yes,,Yes,,
11930,9/19/2017,The Kraft Heinz Company,Paper,Yes,3,Yes,,Yes,,,,
11931,9/19/2017,"AM2 Enterprises, LLC",Electronic,Yes,567,Yes,,,,,,
11939,9/20/2017,St. Elizabeth's Medical Center,Electronic,Yes,1,Yes,,,,Yes,,
11933,9/20/2017,Clifton Larson Allen LLP,Electronic,,12,Yes,Yes,,,Yes,,
11934,9/20/2017,Signator Investors Inc.,Electronic,Yes,330,Yes,Yes,,,Yes,,
11935,9/20/2017,American Express,Electronic,,2,,,,Yes,,,
11936,9/20/2017,American Express,Electronic,,16,,,,Yes,,,
11937,9/20/2017,MJHS Home Care,Electronic,Yes,3,Yes,,,,Yes,,
11938,9/21/2017,626498 Alberta Ltd.,Electronic,,7,,,,Yes,,,
11940,9/22/2017,Village Mortgage Company,Electronic,Yes,126,Yes,Yes,Yes,Yes,Yes,,
11941,9/22/2017,Farmers & Merchants Bank,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
11942,9/22/2017,Salem Five,Electronic,,1,,,,Yes,,,
11943,9/22/2017,Salem Five,Electronic,,5,,,,Yes,,,
11944,9/22/2017,Pilgrim Bank,Electronic,,3,,,,Yes,,,
11945,9/22/2017,Aero-Tech Light Bulb Co.,Electronic,Yes,17,,,,Yes,,,
11946,9/22/2017,"NCI Group, Inc.",Electronic,Yes,6,Yes,,,,Yes,,
11947,9/22/2017,"Gentle Giant Studios d/b/a GentleGiant Ltd.",Electronic,Yes,15,,,,Yes,Yes,,
11948,9/22/2017,Red Box Recorders Limited,Electronic,Yes,1,Yes,,,,Yes,,
11949,9/23/2017,"Brown/Armstrong, PC",Electronic,Yes,4,Yes,Yes,,,Yes,,
11950,9/25/2017,tronc inc.,Electronic,Yes,1,Yes,Yes,,,Yes,,
11951,9/25/2017,"American Express Travel RelatedServices Company",Electronic,,5,,,,Yes,,,
11952,9/25/2017,Main Street Bank,Electronic,,1,,,,Yes,,,
11953,9/25/2017,Salem Five,Electronic,,5,,,,Yes,,,
11954,9/25/2017,Salem Five,Electronic,,3,,,,Yes,,,
11955,9/25/2017,"Grace C. Lewis CPA, PA",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
11956,9/25/2017,Capital One Services LLC,Electronic,Yes,45,Yes,Yes,,Yes,,,
11957,9/26/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11958,9/26/2017,Plow & Hearth,Electronic,Yes,302,,,,Yes,,,
11959,9/26/2017,Florence Bank,Electronic,,20,Yes,,,Yes,,,
11960,9/26/2017,Wayfinders,Paper,Yes,3,Yes,,,,,,
11961,9/26/2017,Holy Family Hospital,Paper,Yes,1,,,,,Yes,,
11964,9/26/2017,Merchant-e-Solutions,Electronic,Yes,3,Yes,Yes,,,Yes,,
11965,9/26/2017,"Nationstar Mortgage LLC d/b/aMr. Cooper",Electronic,Yes,4,,Yes,,,Yes,,
11963,9/27/2017,Winchester Savings Bank,Paper,,9,,,,Yes,,,
11966,9/28/2017,"Massachusetts Institute ofTechnology",Electronic,Yes,1,,Yes,,,,,
11967,9/28/2017,Sea Island Company,Electronic,,1,,,,Yes,,,
11968,9/28/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11969,9/28/2017,"American Express Travel RelatedServices Company",Electronic,,18,,,,Yes,,,
11970,9/28/2017,"Beth Israel Deaconess MedicalCenter",Paper,Yes,3,,Yes,,,Yes,,
11971,9/29/2017,Eagle Bank,Electronic,,7,,,,Yes,,,
11972,9/29/2017,McGraw-Hill Education,Electronic,,1,Yes,Yes,,,Yes,,
11973,9/29/2017,Briggs & Stratton Corporation,Electronic,Yes,20,Yes,,Yes,,Yes,,
11974,9/29/2017,"PerfectServe, Inc.",Electronic,Yes,2,Yes,,,,Yes,,
11975,9/29/2017,Aegis Living,Electronic,Yes,1,Yes,Yes,,,Yes,,
11976,9/29/2017,The Online Traffic School,Electronic,Yes,395,,,,Yes,,,
11977,10/2/2017,Watertown Savings Bank,Electronic,,33,,,,Yes,,,
11978,10/2/2017,Raymond James Financial,Electronic,,1,Yes,Yes,,,Yes,,
11979,10/2/2017,St. Marys Credit Union,Electronic,,3,,Yes,,,,,
11980,10/2/2017,Mutual One Bank,Electronic,,3,,,,Yes,,,
11981,10/2/2017,Northeast Home Loan LLC,Electronic,,7,Yes,,,,Yes,,
11982,10/2/2017,St Marys Credit Union,Electronic,,30,,Yes,,,,,
11983,10/2/2017,Alpha Industries Inc,Electronic,,11,,,,Yes,Yes,,
11990,10/2/2017,Tewksbury Hospital,Electronic,Yes,33,Yes,,,,,,
11991,10/2/2017,Capital One,Electronic,,38,,,,Yes,Yes,,
11984,10/3/2017,"Chin & Curtis, LLP",Electronic,Yes,1,Yes,,,,,,
11985,10/3/2017,"Nussbaum Yates Berg Klein &Wolpow, LLP",Electronic,Yes,30,Yes,Yes,,,Yes,,
11986,10/3/2017,Caesars Entertainment,Electronic,Yes,1,,Yes,,,Yes,,
11987,10/3/2017,Moda Operandi,Electronic,Yes,3,,,,Yes,Yes,,
11988,10/3/2017,Flex Shopper LLC,Electronic,Yes,2809,Yes,Yes,,Yes,Yes,,
11989,10/4/2017,LPL Financial LLC,Electronic,Yes,2,Yes,,,,Yes,,
11992,10/4/2017,Century Martial Arts,Electronic,,49,,,,Yes,,,
11993,10/4/2017,Citizens Financial Group,Electronic,Yes,213,,,,Yes,,,
11994,10/4/2017,Savers Bank,Electronic,,11,,,,Yes,,,
11995,10/4/2017,Santander,Electronic,Yes,2,,Yes,,,Yes,,
11996,10/4/2017,Santander,Electronic,,1,,Yes,,,Yes,,
11997,10/4/2017,"Servis One Inc. dba BSI FinancialServices",Electronic,Yes,536,Yes,Yes,,,Yes,,
11998,10/4/2017,"Hampshire County RetirementSystem",Electronic,Yes,5144,Yes,,,,,,
11999,10/4/2017,Adams Community Bank,Electronic,,2,,,,Yes,,,
12000,10/4/2017,"Webster Five Cents SavingsBank",Electronic,,161,,,,Yes,,,
12001,10/5/2017,Partners Healthcare At Home,Electronic,,1,,,,,Yes,,
12002,10/5/2017,Rockland Trust Company,Electronic,Yes,2,,Yes,,,Yes,,
12003,10/5/2017,Rockland Trust Company,Both,Yes,1,,Yes,,,Yes,,
12004,10/5/2017,"Cabrillo Community CollegeDistrict",Electronic,Yes,6,Yes,,,,Yes,,
12005,10/5/2017,Rockland Trust Company,Electronic,Yes,1,,Yes,,,Yes,,
12006,10/5/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
12007,10/5/2017,McNair & Company Inc.,Electronic,Yes,7,,Yes,Yes,,Yes,,
12008,10/5/2017,Neue Galerie,Electronic,Yes,10,,,,Yes,,,
12009,10/5/2017,SONIC Corp,Electronic,Yes,,,,,Yes,Yes,,
12011,10/5/2017,"LenderLive Network, LLC",Electronic,,18,,Yes,,,Yes,,
12012,10/5/2017,"Canon Recruiting Group, LLC",Electronic,Yes,12,Yes,,,,Yes,,
12013,10/5/2017,Lake Champlain Chocolates,Electronic,Yes,1,,,,Yes,,,
12014,10/6/2017,Pilgrim Bank,Electronic,,5,,,,Yes,,,
12015,10/6/2017,"Brighthouse Life InsuranceCompany",Paper,Yes,1,Yes,Yes,,,Yes,,
12016,10/6/2017,Rockland Trust Company,Paper,Yes,1,Yes,,,,Yes,,
12017,10/6/2017,Winchester Savings Bank,Electronic,,11,Yes,,,Yes,,,
12018,10/6/2017,Tommie Copper Inc.,Electronic,Yes,804,,,,Yes,,,
12019,10/6/2017,Slalom Consulting,Electronic,Yes,2,Yes,Yes,,,Yes,,
12020,10/6/2017,Columbia Bank,Electronic,Yes,1,Yes,Yes,Yes,Yes,,,
12132,10/6/2017,Wilbraham Lawler & Buba PC,Electronic,Yes,75,Yes,,Yes,,Yes,,
12010,10/6/2017,Main Street Bank,Electronic,,1,,,,Yes,,,
12021,10/9/2017,Kayser-Roth Corporation,Electronic,,221,,,,Yes,,,
12022,10/9/2017,"American Express Travel RelatedServices Company Inc",Electronic,,2,,,,Yes,,,
12023,10/9/2017,Phillips& Temro Industries Inc.,Electronic,Yes,1,Yes,,,,Yes,,
12024,10/10/2017,NCI Group Inc.,Electronic,Yes,6,Yes,Yes,Yes,Yes,Yes,,
12025,10/10/2017,Massachusetts General Hospital,Electronic,Yes,1,,,,,,,
12026,10/10/2017,"Nutrex Hawaii, Inc.",Electronic,Yes,2,,,,Yes,Yes,,
12027,10/10/2017,Toyota Financial Services,Paper,Yes,1,,,,,Yes,,
12028,10/10/2017,Toyota Financial Services,Paper,Yes,1,,Yes,,,Yes,,
12029,10/10/2017,Toyota Financial Services,Paper,Yes,1,,Yes,,,Yes,,
12030,10/10/2017,Eastern Bank,Electronic,,315,,,,Yes,,,
11828,10/10/2017,"Atlantic Cigar Company, LLC",Electronic,,64,,,,Yes,Yes,,
12031,10/11/2017,Securities America Inc.,Electronic,Yes,1,Yes,Yes,,,Yes,,
12032,10/11/2017,Droege Computing Services,Electronic,Yes,204,,,,Yes,Yes,,
12033,10/11/2017,NVIDIA Corporation,Electronic,,24,,,,Yes,Yes,,
12034,10/11/2017,"American Express Travel RelatedServices Company Inc.",Electronic,,1,,,,Yes,,,
12035,10/12/2017,"Provo Craft & Novelty, Inc., d/b/aCircuit",Electronic,Yes,434,,,,Yes,Yes,,
12036,10/12/2017,"American Express Travel RelatedServices Company Inc",Electronic,,117,,,,Yes,,,
