"Assigned_Breach_Number",Date_Reported_To_OCA,Organization_Name,"Breach_Type_Description","Breach_Occur_at_the_Reporting_Entity?","MA_Residents_Affected",SSN_Breached,"Account_Number_Breached","Drivers_Licenses_Breached","Credit_Debit_Numbers_Breached","Provided_Credit_Monitoring","Data_Encrypted","Mobile_Device_Lost_Stolen"
13597,9/14/2018,"American Express Travel Related
Services Company Inc",Electronic,,4,,,,Yes,,,
13606,9/17/2018,"Ebbs, Roberts, Head & Daw, Inc.",Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
13607,9/17/2018,"American Express Travel Related
Services Company Inc",Electronic,,3,,,,Yes,,,
13608,9/17/2018,"Med-A-Vision, Inc.",Paper,,3,Yes,,,,Yes,,
13609,9/17/2018,"Franklin Templeton Investor
Services LLC",Electronic,Yes,1,Yes,Yes,,,,,
13610,9/17/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13611,9/17/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13612,9/17/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13613,9/17/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13614,9/17/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13615,9/17/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
13616,9/17/2018,Irwin S. Alpern P.C.,Electronic,Yes,1,Yes,,,,Yes,,
13617,9/17/2018,Air Canada,Electronic,Yes,11,,,,,,,
13618,9/18/2018,"American Express Travel Related
Services Company Inc",Electronic,,7,,,,Yes,,,
13619,9/18/2018,Eagle Bank,Electronic,,2,,,,Yes,,,
13620,9/18/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
13621,9/18/2018,St. Mary's Credit Union,Electronic,,4,,,,Yes,,,
13622,9/18/2018,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
13624,9/18/2018,Insmed Inc,Electronic,,5,Yes,,,,Yes,,
13625,9/18/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
13626,9/18/2018,AAIM Employers' Association,Electronic,,1,Yes,,Yes,,Yes,,
13630,9/18/2018,Squillace & Associates PC,Electronic,Yes,2,Yes,,,,Yes,,
13631,9/19/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
13632,9/19/2018,The Village Bank,Electronic,,3,,,,Yes,,,
13633,9/19/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13634,9/19/2018,Discover Financial Services,Electronic,,89,,,,Yes,,,
13635,9/19/2018,"Peaceful Valley Farm & Garden
Supply",Electronic,Yes,357,,,,Yes,,,
13636,9/19/2018,Tech Rabbit LLC,Electronic,Yes,1271,,,,Yes,,,
13637,9/19/2018,The Affiliated Group,Electronic,Yes,79,Yes,,,,Yes,,
13627,9/19/2018,The Village Bank,Electronic,,2,,,,Yes,,,
13628,9/19/2018,Stonehill College,Electronic,Yes,1,Yes,,,,,,
13629,9/19/2018,Morton Hospital,Electronic,Yes,1,Yes,,,,Yes,,
13642,9/19/2018,REDICO Management Inc.,Electronic,Yes,1,Yes,,,,Yes,,
13643,9/20/2018,"BeiGene, LTD and Subidiaries",Electronic,Yes,40,Yes,Yes,Yes,Yes,Yes,,
13644,9/20/2018,The Hanover Insurance Company,Electronic,Yes,1,,,Yes,,,,
13638,9/20/2018,"ExamOne (a Quest Diagnostics
company)",Paper,,1,Yes,,Yes,,Yes,,
13639,9/21/2018,YRC Worldwide Inc.,Electronic,Yes,166,Yes,,,,Yes,,
13640,9/21/2018,WINCHESTER SAVINGS BANK,Electronic,,2,,,,Yes,,,
13645,9/21/2018,"Trinity Health of New England at
Home",Electronic,Yes,1,Yes,,,,Yes,,
13646,9/21/2018,"The Prudential Insurance
Company of America",Electronic,,1,,Yes,,,Yes,,
13647,9/21/2018,Eastern Bank,Electronic,,655,,,,Yes,,,
13648,9/21/2018,Savers Bank,Electronic,,2,,Yes,,Yes,,,
13649,9/21/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13650,9/21/2018,Data Intensity,Electronic,Yes,64,Yes,Yes,,,Yes,,
13651,9/21/2018,"Performance Food Group, Inc.",Electronic,Yes,3,,,,,Yes,,
13654,9/21/2018,"North Shore Community Health
Center",Paper,,1,,Yes,,,,,
13655,9/21/2018,Sodexo Inc,Electronic,Yes,15,Yes,Yes,,,Yes,,
13656,9/21/2018,"Wellness Professional Services
Corp.",Electronic,,2,Yes,Yes,,,Yes,,
13657,9/21/2018,Dedham Savings,Electronic,,3,,,,Yes,Yes,,
13658,9/21/2018,Dedham Savings,Electronic,,4,,,,Yes,Yes,,
13662,9/21/2018,First Financial Bank NA,Electronic,Yes,2,,Yes,,,,,
13663,9/24/2018,Direct Payroll Services,Electronic,,2,Yes,Yes,Yes,Yes,Yes,,
13664,9/24/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13665,9/24/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13666,9/24/2018,Dragas Mortgage Company,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
13667,9/24/2018,ExamOne,Electronic,Yes,2,Yes,,Yes,,Yes,,
13659,9/24/2018,St. Mary's Credit Union,Electronic,,4,,,,Yes,,,
13661,9/24/2018,"ESI North America, Inc.",Electronic,,2,Yes,,Yes,,Yes,,
13652,9/24/2018,Wilmington Trust Company,Paper,,2,Yes,Yes,,,Yes,,
13653,9/24/2018,"Beth Israel Deaconess Medical
Center",Electronic,Yes,197,Yes,,,,Yes,,
13668,9/25/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13669,9/25/2018,THE VILLAGE BANK,Electronic,,2,,,,Yes,,,
13670,9/25/2018,THE VILLAGE BANK,Electronic,,1,,,,Yes,,,
13671,9/25/2018,THE VILLAGE BANK,Electronic,,2,,,,Yes,,,
13672,9/25/2018,"Metropolitan Life Insurance
Company",Electronic,Yes,11,Yes,,,,Yes,,
13673,9/25/2018,"Tauck, Inc.",Electronic,,4,Yes,,,,Yes,,
13674,9/25/2018,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
13680,9/25/2018,Southcoast Health System,Electronic,,1,Yes,,,,Yes,,
13681,9/25/2018,"Forside Financial Group, LLC",Electronic,,1,Yes,,,,Yes,,
13682,9/26/2018,Principal Life Insurance Company,Electronic,,1,Yes,,,,Yes,,
13683,9/26/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
13684,9/26/2018,Vanguard Dealer Services,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
13685,9/27/2018,US Bank NA,Paper,,2,Yes,,,,Yes,,
13686,9/27/2018,AEI Fund Management Inc,Electronic,,125,,Yes,,,Yes,,
13687,9/27/2018,Group Dynamic Inc,Electronic,,219,Yes,,,,Yes,,
13688,9/27/2018,Savers Bank,Electronic,,2,,,,Yes,,,
13689,9/28/2018,"McKenna & Sachs, LLC",Electronic,Yes,25,Yes,,Yes,,Yes,,
13691,9/28/2018,"Coca-cola Bottling Company of
Northern New England
(""CCNNE"")",Electronic,Yes,77,Yes,Yes,Yes,,Yes,,
13692,9/28/2018,"Professional Golf Ball Services,
Ltd",Electronic,Yes,52,,,,Yes,Yes,,
13675,9/28/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13676,9/28/2018,Stonehill College,Electronic,Yes,1,Yes,,,,Yes,,
13677,9/28/2018,"Commercial Equipment Finance
International, LLC (CEFI)",Electronic,Yes,2,Yes,,,,Yes,,
13806,9/28/2018,Aflac,Electronic,Yes,3,Yes,,,,Yes,,
13679,9/28/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13678,10/1/2018,Wintrust Financial Corporation,Electronic,Yes,24,,Yes,,,Yes,,
13693,10/1/2018,WINCHESTER SAVINGS BANK,Electronic,,4,,,,Yes,,,
13694,10/1/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13695,10/1/2018,Northmark Bank,Electronic,,1,Yes,,,,Yes,,
13696,10/1/2018,"Metropolitan Life Insurance
Company",Electronic,,1,Yes,,,,Yes,,
13697,10/1/2018,Rite Aid Corporation,Electronic,Yes,214,Yes,,,,Yes,,
13698,10/1/2018,Mutual One Bank,Paper,Yes,1,,Yes,,,,,
13699,10/1/2018,"Massachusetts Teachers'
Retirement Association",Electronic,Yes,3,Yes,,,,,,
13700,10/2/2018,Watertown Savings Bank,Electronic,,14,,,,Yes,,,
13701,10/2/2018,Rockand Trust Company,Paper,Yes,1,,Yes,,,Yes,,
13702,10/2/2018,Rockand Trust Company,Electronic,Yes,1,,Yes,,,Yes,,
13703,10/2/2018,Quest Nutrition,Electronic,Yes,21,Yes,Yes,Yes,,Yes,,
13705,10/3/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13706,10/3/2018,Belmont Savings Bank,Paper,Yes,1,,Yes,,,,,
13707,10/3/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13708,10/3/2018,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
13709,10/3/2018,Shoe Station Inc,Electronic,,3,,,,Yes,,,
13710,10/3/2018,Another Planet Entertainment,Electronic,Yes,26,Yes,,,,Yes,,
13711,10/3/2018,Professional Publications Inc,Electronic,,120,,,,Yes,Yes,,
14057,10/3/2018,I H S Markit,Electronic,Yes,2,,,,Yes,,,
13712,10/4/2018,Santander Consumer USA,Paper,Yes,1,,Yes,,,Yes,,
13713,10/4/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13714,10/4/2018,"The Northwestern Mutual Life
Insurance Company",Electronic,Yes,10,Yes,Yes,,,Yes,,
13715,10/4/2018,Leaf Filter North LLC,Electronic,Yes,22,Yes,Yes,,Yes,Yes,,
13716,10/4/2018,"American Express Travel Related
Services Company Inc",Electronic,,11,,,,Yes,,,
13717,10/4/2018,Kaman Corporation,Paper,Yes,2,,,,,Yes,,
13718,10/5/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13719,10/5/2018,Mutual One Bank,Electronic,,3,,,,Yes,,,
13720,10/5/2018,"Northwest Surgical Specialists,
P.C. d/b/a Rebound Orthopedics
& Neurosurgery",Electronic,,2,Yes,Yes,Yes,,Yes,,
13721,10/5/2018,THE VILLAGE BANK,Electronic,,1,,,,Yes,,,
13722,10/5/2018,"North American Risk Services,
Inc.",Electronic,Yes,4,Yes,,,,Yes,,
13724,10/5/2018,"Comfort Inn & Suites Portland
Airport",Electronic,Yes,1,,,,Yes,Yes,,
13726,10/5/2018,Holy Family Hospital,Paper,Yes,1,Yes,,,,,,
13727,10/5/2018,"Florida Farm Bureau Casualty
Insurance Company",Electronic,Yes,1,,,Yes,,Yes,,
13728,10/5/2018,Five Below Inc,Electronic,Yes,97,,,,Yes,Yes,,
13729,10/5/2018,Health Fitness Inc,Electronic,Yes,175,Yes,,,,Yes,,
13730,10/5/2018,"Lincoln National Life Insurance
Company",Paper,Yes,1,Yes,,Yes,,Yes,,
13731,10/5/2018,St. Mary's Credit Union,Electronic,,5,,Yes,,Yes,,,
13725,10/8/2018,"McGlinchey Stafford, PLLC",Electronic,Yes,1,Yes,,,,Yes,,
13732,10/9/2018,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
13733,10/10/2018,Cape Cod Community College,Electronic,Yes,2,,Yes,,,,,
13734,10/10/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13735,10/10/2018,THE VILLAGE BANK,Electronic,,4,,,,Yes,,,
13736,10/10/2018,"Mount Saint Mary Academy
(""MSM"")",Electronic,Yes,2,Yes,,,,Yes,,
13737,10/10/2018,"Boston Health Care for the
Homeless Program",Paper,Yes,31,Yes,,Yes,,Yes,,
13738,10/10/2018,"New England Regional Mortgage
Corporation",Electronic,Yes,12,,Yes,,,,,
13739,10/10/2018,SHEIN,Paper,Yes,10000,,Yes,,,Yes,,
13740,10/10/2018,Envision Healthcare Corporation,Electronic,Yes,136,Yes,Yes,Yes,,Yes,,
13741,10/10/2018,"Koch & Hoos, LLC",Electronic,,22,,Yes,,,Yes,,
13742,10/11/2018,Dane Street LLC,Undefined,Yes,20,Yes,,,,Yes,,
13744,10/11/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
13745,10/11/2018,Unum Group,Electronic,Yes,2,,Yes,,,Yes,,
13746,10/12/2018,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,
13747,10/12/2018,"Group Dynamic, Inc.GDI",Electronic,Yes,133,Yes,,,,Yes,,
13748,10/12/2018,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
13749,10/12/2018,WINCHESTER SAVINGS BANK,Electronic,,3,,,,Yes,,,
13750,10/12/2018,Aetna,Electronic,Yes,35,Yes,,,,Yes,,
13752,10/12/2018,Fidelity Charitable,Paper,Yes,1,Yes,,,,Yes,,
13753,10/12/2018,Brenton Point Wealth Advisors,Electronic,Yes,2,,Yes,,,Yes,,
13754,10/13/2018,"David G. Simon, DMD, PA",Electronic,Yes,8,Yes,Yes,,Yes,Yes,,
13755,10/15/2018,"Monroe Capital Holdings, LLC
d/b/a Newport Academy",Electronic,Yes,1,,,,Yes,,,
13756,10/15/2018,American Airlines,Paper,,10,Yes,,Yes,,Yes,,
13757,10/15/2018,Pilgrims Bank,Electronic,,1,,,,,,,
13751,10/15/2018,"Christ the King Presbyterian
Church",Electronic,Yes,79,Yes,,,,,,
13759,10/15/2018,"The Cooperative Bank of Cape
Cod",Electronic,,293,,,,Yes,,,
13760,10/15/2018,Main Street Bank,Electronic,,11,,,,Yes,,,
13761,10/15/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13762,10/15/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13763,10/15/2018,Main Street Bank,Electronic,,4,,,,Yes,,,
13764,10/15/2018,Advanced Medical Reviews LLC,Electronic,Yes,6,Yes,,,,Yes,,
13765,10/15/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13766,10/15/2018,Decision HR Holdings Inc,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
13767,10/15/2018,Empire Insurance Agency,Both,Yes,800,,,Yes,,,,
13768,10/16/2018,"Webster Five Cents Savings
Bank",Electronic,Yes,35,,,,Yes,,,
13769,10/16/2018,"Metropolitan Life Insurance
Company",Electronic,Yes,1,Yes,,,,Yes,,
13758,10/16/2018,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
13770,10/17/2018,The Village Bank,Electronic,,6,,,,Yes,,,
13771,10/17/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
13772,10/18/2018,Saint Anne's Hospital,Paper,Yes,1,Yes,,,,,,
13773,10/18/2018,Adelman Travel Systems,Electronic,,1,,,,Yes,Yes,,
13776,10/18/2018,"Renaissance Philanthropic
Solutions Group",Electronic,Yes,1169,Yes,Yes,Yes,Yes,Yes,,
13777,10/18/2018,Folio Conversant,Electronic,,1,Yes,,Yes,Yes,Yes,,
13778,10/18/2018,Eastern Bank,Electronic,,708,,,,Yes,,,
13779,10/19/2018,Spaulding Rehabilitation Network,Paper,Yes,1,,,,,Yes,,
13780,10/19/2018,Scrapbook.com LLC,Electronic,,9,,,,Yes,,,
13774,10/19/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13775,10/19/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13781,10/21/2018,Chesapeake College,Electronic,Yes,1,,,Yes,,Yes,,
13782,10/22/2018,Lion Equity Partners,Electronic,Yes,1,Yes,,,,Yes,,
13783,10/22/2018,THE VILLAGE BANK,Electronic,,1,,,,Yes,,,
13784,10/22/2018,Spaulding Rehabilitation Hospital,Paper,Yes,1,,,,,,,
13785,10/22/2018,Hitachi Vantara,Electronic,Yes,15,,Yes,,,Yes,,
13786,10/22/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13787,10/22/2018,Main Street Bank,Electronic,,2,,,,Yes,,,
13788,10/22/2018,Main Street Bank,Electronic,,6,,,,Yes,,,
13789,10/22/2018,Main Street Bank,Electronic,,2,,,,Yes,,,
13790,10/22/2018,Netrition,Electronic,,17,,,,Yes,,,
13792,10/22/2018,"American Express Travel Related
Services Company Inc",Electronic,,120,,,,Yes,,,
13793,10/22/2018,Travel Leaders Group,Electronic,,38,,,,Yes,Yes,,
13794,10/22/2018,Dr. Amy Woodruff,Electronic,Yes,1,Yes,,,,Yes,,
13795,10/22/2018,"Challenger Sports, Inc.",Electronic,Yes,1728,,,,Yes,,,
13796,10/22/2018,Dr. Robert Carpenter,Electronic,Yes,8,Yes,,,,Yes,,
13797,10/22/2018,Domani Wealth LLC,Electronic,Yes,2,Yes,Yes,,,Yes,,
13798,10/22/2018,Exam One,Paper,Yes,1,,,Yes,,Yes,,
13801,10/22/2018,Day Kimball Healthcare,Electronic,Yes,15,,,Yes,,Yes,,
13802,10/22/2018,Strategic Risk Solutions Inc,Electronic,Yes,22,Yes,,,,Yes,,
13803,10/22/2018,"American Express Travel Related
Services Company Inc",Electronic,,28,,,,Yes,,,
13804,10/22/2018,"American Express Travel Related
Services Company Inc",Electronic,,58,,,,Yes,,,
13805,10/23/2018,"Drizly, Inc.",Undefined,,67,Yes,,,,Yes,,
13807,10/23/2018,Catawba Valley Medical Center,Electronic,,3,Yes,,,,Yes,,
13799,10/23/2018,Reliable Respiratory,Electronic,Yes,137,Yes,Yes,Yes,,Yes,,
13791,10/23/2018,"Crownpeak Technology, Inc.",Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
13808,10/24/2018,St. Mary's Credit Union,Electronic,,2,,Yes,,,,,
13809,10/24/2018,Worcester Polytechnic Institute,Electronic,Yes,1,,Yes,,,,,
13810,10/24/2018,Byram Healthcare,Electronic,Yes,1,,,,,Yes,,
13811,10/25/2018,Discover Financial Services,Electronic,,2739,,,,Yes,,,
13812,10/25/2018,Massachusetts General Hospital,Paper,Yes,1,,,,,,,
13813,10/25/2018,"Guardant Health, Inc.",Electronic,Yes,5,Yes,Yes,,,Yes,,
13814,10/25/2018,"Weiner & Rice, PC",Electronic,Yes,450,,,,,Yes,,
13815,10/25/2018,"Net32, Inc.",Electronic,,307,,,,Yes,,,
13816,10/25/2018,Bankers Life,Electronic,Yes,12343,,Yes,,,Yes,,
13817,10/25/2018,GS1 US Inc,Electronic,,1530,,,,Yes,,,
13818,10/25/2018,Ceres Partners LLC,Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
13819,10/25/2018,STL International Inc dba Teeter,Electronic,Yes,247,,,,Yes,,,
13820,10/25/2018,Cendera Funding Inc,Electronic,Yes,1,Yes,,,,Yes,,
13822,10/25/2018,Travis Matthew LLC,Electronic,Yes,238,,,,Yes,,,
13823,10/26/2018,St.Mary's Credit Union,Electronic,,1,,,,Yes,,,
13824,10/26/2018,"Star Title Partners of Palm
Harbor, LLC",Electronic,Yes,22,Yes,Yes,,,Yes,,
13825,10/26/2018,Hairbow Center LLC,Electronic,,2,,,,Yes,,,
13821,10/26/2018,Fifth Third Bank,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
13827,10/26/2018,Capital One,Both,Yes,1,,,,Yes,Yes,,
13828,10/26/2018,Carmenta Management LLC,Electronic,Yes,0,Yes,,,,,,
13829,10/26/2018,Lyric Opera of Chicago,Electronic,Yes,1,Yes,,,,Yes,,
13830,10/26/2018,Beverly Loy,Electronic,Yes,1,Yes,,Yes,,Yes,,
13826,10/27/2018,"United States Liability Insurance
Company",Electronic,Yes,2,,,Yes,,Yes,,
13831,10/30/2018,"LJ Cooper Capital Management
LLC dba LJ Cooper Wealth
Advisors",Electronic,Yes,2,,Yes,,,Yes,,
13832,10/30/2018,Jewish federation of Cincinnati,Electronic,,8,Yes,Yes,,,Yes,,
13833,10/30/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13834,10/30/2018,Pilgrim Bank,Electronic,,1,,,,,,,
13835,10/30/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13836,10/31/2018,St. Mary's Credit Union,Electronic,,2,,Yes,,,,,
13837,10/31/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13838,10/31/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13839,10/31/2018,The Village Bank,Electronic,,3,,,,Yes,,,
13840,10/31/2018,Whole Foods Market Group Inc,Electronic,Yes,25,,,Yes,Yes,Yes,,
13841,10/31/2018,Dedham Savings,Electronic,,35,,,,Yes,Yes,,
13842,10/31/2018,Village People LLC,Electronic,Yes,3,Yes,Yes,Yes,,Yes,,
13878,11/2/2018,Winchester Savings Bank,Electronic,,4,,,,Yes,,,
13850,11/2/2018,"Transamerica Retirement
Solutions, LLC",Electronic,Yes,202,Yes,,,,Yes,,
13851,11/2/2018,Summit Medical Group,Paper,Yes,1,Yes,,,,Yes,,
13844,11/2/2018,"Massachusetts Mutual Life
Insurance Company",Paper,,1,Yes,,Yes,,Yes,,
13845,11/2/2018,Winchester Savings Bank,Electronic,,4,,,,Yes,,,
13847,11/2/2018,"American Express Travel Related
Services Company Inc",Electronic,,7,,,,Yes,,,
13848,11/2/2018,"Hemenway & Barnes LLP and
Hemenway Trust Company",Electronic,Yes,1062,Yes,Yes,,,,,
13849,11/5/2018,HSBC,Electronic,Yes,142,,Yes,,,,,
13852,11/5/2018,"American Express Travel Related
Services Company Inc",Electronic,,31,,,,Yes,,,
13853,11/5/2018,"American Express Travel Related
Services Company Inc",Electronic,,5,,,,Yes,,,
13854,11/5/2018,Nordstrom Inc,Electronic,Yes,2011,Yes,Yes,,,Yes,,
13855,11/5/2018,"American Express Travel Related
Services Company Inc",Electronic,,1,,,,Yes,,,
13856,11/5/2018,"Anderson Bagley & Mayo
Insurance Agency Inc",Electronic,,249,Yes,,Yes,Yes,Yes,,
13857,11/5/2018,"Roadrunner Transportation
Systems Inc",Electronic,,1,,Yes,,,Yes,,
13858,11/5/2018,Charles Schwab & Co Inc,Paper,,2,,Yes,,,,,
13859,11/6/2018,OXO,Electronic,Yes,473,,,,Yes,Yes,,
13860,11/6/2018,Watertown Savings Bank,Electronic,,8,,,,Yes,,,
13861,11/6/2018,New York RHB LLC,Paper,,3,Yes,,,,Yes,,
13862,11/6/2018,"El Paso-Los Angeles Limousine
Express Inc",Electronic,,19,,,,Yes,,,
13863,11/6/2018,"Massachusetts Mutual Life
Insurance Company",Paper,Yes,1,Yes,,,,Yes,,
13864,11/6/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13865,11/6/2018,The Village Bank,Electronic,,2,,,,Yes,,,
13866,11/6/2018,"Givaudan Flavors and
Frangrances Corporation",Paper,,2,Yes,,,,Yes,,
13867,11/6/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13868,11/7/2018,Andersen Tax LLC,Electronic,Yes,1,Yes,,,,Yes,,
13869,11/7/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13870,11/7/2018,Sirchie Acquisition Company LLC,Electronic,Yes,1,,,,Yes,Yes,,
13871,11/7/2018,Unified Trust Company NA,Electronic,Yes,217,Yes,,,,Yes,,
13872,11/8/2018,"American Express Travel Related
Services Company Inc",Electronic,,1,,,,Yes,,,
13873,11/8/2018,Julep Beauty Inc,Electronic,Yes,27,,,,Yes,,,
13874,11/8/2018,"New York Life Insurance
Company",Electronic,Yes,1,Yes,,,,Yes,,
13875,11/8/2018,Dedham Savings Bank,Electronic,,2,,,,Yes,Yes,,
13876,11/8/2018,DC International,Electronic,Yes,189,,,,Yes,Yes,,
13843,11/8/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13877,11/9/2018,Winchester Savings Bank,Electronic,,2,,,,Yes,,,
13879,11/9/2018,Marimekko Corporation,Electronic,Yes,10,,,,Yes,,,
13880,11/9/2018,Kemco Systems Co LLC,Electronic,,1,,,,Yes,Yes,,
13881,11/9/2018,Peter Freuler & Associates CPA,Electronic,Yes,7,Yes,Yes,,,Yes,,
13882,11/9/2018,Primerica,Paper,Yes,2,Yes,,Yes,,Yes,,
13883,11/9/2018,Wheaton College,Electronic,Yes,1,Yes,,,,Yes,,
13884,11/9/2018,Our Piece of the Pie,Electronic,Yes,4,Yes,,Yes,,Yes,,
13885,11/9/2018,Alight Solutions Inc,Paper,Yes,9,Yes,,,,Yes,,
13886,11/9/2018,Royal Alliance Associates Inc,Electronic,Yes,1877,Yes,Yes,,,,,
13888,11/12/2018,"American Express Travel Related
Services Company Inc",Electronic,,24,,,,Yes,,,
13889,11/12/2018,City of Bakersfield,Electronic,,5,,,,Yes,,,
13890,11/12/2018,Entrust Energy,Electronic,Yes,3,Yes,,,,Yes,,
13893,11/12/2018,"American Express Travel Related
Services Company Inc",Electronic,,5,,,,Yes,,,
13894,11/12/2018,"Collier Heggerness & Bronk
CPA's PS Inc",Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
13895,11/13/2018,Lincoln Financial Group,Paper,,214,,Yes,,,,,
13896,11/13/2018,Rockland Trust Company,Paper,Yes,2,Yes,,,,Yes,,
13897,11/13/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
13898,11/13/2018,Rockland Trust Company Inc,Paper,Yes,2,,Yes,,,Yes,,
13899,11/13/2018,Rockland Trust Company Inc,Paper,Yes,1,,Yes,,,Yes,,
13900,11/13/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
13901,11/13/2018,Jennifer Miller Ltd,Electronic,Yes,38,,,,Yes,,,
13902,11/13/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
13903,11/13/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
13904,11/13/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
13905,11/13/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
13906,11/13/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
13907,11/13/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
13908,11/13/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
13909,11/13/2018,Dr. James Etzkorn MD,Electronic,Yes,2,Yes,,,,Yes,,
13910,11/13/2018,"Pharmacy Times Office of
Continuing Professional
Education",Electronic,Yes,803,Yes,,,,Yes,,
13911,11/13/2018,Rockland Trust Company,Paper,,2,Yes,,,,Yes,,
13891,11/13/2018,Ameriprise Financial,Electronic,Yes,1,Yes,,,,Yes,,
13892,11/13/2018,Goddard Homestead,Paper,Yes,7,,,,,,,
13912,11/14/2018,StataCorp LLC,Electronic,Yes,182,,,,Yes,Yes,,
13913,11/14/2018,Hats.com,Electronic,Yes,31,,,,Yes,,,
13914,11/15/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13915,11/15/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13916,11/15/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13917,11/15/2018,Newegg Inc.,Electronic,,4760,,,,Yes,,,
13918,11/16/2018,"American Express Travel Related
Services Company Inc",Electronic,,410,,,,Yes,,,
13919,11/16/2018,"Johnson, Lauder & Savidge LLP",Electronic,Yes,5,Yes,Yes,,,Yes,,
13920,11/16/2018,Hantz Bank,Electronic,Yes,1,Yes,Yes,Yes,Yes,Yes,,
13921,11/16/2018,"American Express Travel Related
Services Company Inc",Electronic,,72,,,,Yes,,,
13922,11/16/2018,Winchester Savings Bank,Electronic,,3,,,,Yes,,,
13923,11/16/2018,Savers Bank,Electronic,,2,,,,Yes,,,
13926,11/16/2018,The Master's School,Electronic,Yes,5,Yes,,,,Yes,,
13927,11/16/2018,"1-800 Contacts, Inc.",Electronic,Yes,3,,,,Yes,,,
13928,11/16/2018,Valor Management Corporation,Electronic,Yes,4,Yes,Yes,,,Yes,,
13929,11/16/2018,Smith & Nephew,Electronic,Yes,1,Yes,Yes,,,Yes,,
13930,11/16/2018,LPL Financial LLC,Electronic,Yes,10673,Yes,Yes,,,Yes,,
13998,11/16/2018,"HealthEquity, Inc.",Electronic,Yes,1978,Yes,,,,Yes,,
